slug,soc_code,title,matched_label,match_score,review_required,top2_label,top2_score,top3_label,top3_score,llm_soc_code,llm_confidence,llm_reason,llm_model,llm_review_required,llm_candidates,api_soc_code,api_soc_title,api_match_method,api_score
e-commerce-manager,2132,E-commerce manager,IT managers,88.9,no,Customer service managers,71.4,Process operatives n.e.c.,66.7,,,,,,,2132,IT managers,api_ranked_manual_pass,88.9
e-learning-developer,3573,E-learning developer,Information technology trainers,77.4,no,Programmers and software development professionals,66.7,Sales accounts and business development managers,64.7,,,,,,,3573,Information technology trainers,manual_review_y,100.0
early-years-teacher,2323,Early years teacher,Education advisers and school inspectors,81.2,no,Chefs,75.0,Butchers,72.7,,,,,,,2323,Education advisers and school inspectors,manual_review_y,100.0
ecologist,2151,Ecologist,Conservation professionals,100.0,no,Clinical psychologists,88.9,Managers in logistics,85.7,,,,,,,2151,Conservation professionals,add_titles_exact,100.0
economist,2433,Economist,"Actuaries, economists and statisticians",100.0,no,Cooks,75.0,Construction operatives n.e.c.,71.4,,,,,,,2433,"Actuaries, economists and statisticians",add_titles_exact,100.0
editorial-assistant,2491,Editorial assistant,"Newspaper, periodical and broadcast editors",88.9,no,"Newspaper, periodical and broadcast editors",80.0,Social workers,72.7,,,,,,,2491,"Newspaper, periodical and broadcast editors",manual_review_override,100.0
education-technician,2312,Education technician,Further education teaching professionals,80.0,no,Early education and childcare assistants,100.0,Early education and childcare practitioners,100.0,,,,,,,2312,Further education teaching professionals,manual_review_y,100.0
education-welfare-officer,3222,Education welfare officer,Child and early years officers,100.0,no,Senior care workers,85.7,Farmers,80.0,,,,,,,3222,Child and early years officers,add_titles_exact,100.0
electrical-engineer,5241,Electrical engineer,Electricians and electrical fitters,100.0,no,Electronics engineers,89.5,Civil engineers,84.6,,,,,,,5241,Electricians and electrical fitters,add_titles_exact,100.0
electrical-engineering-technician,3112,Electrical engineering technician,Electrical and electronics technicians,100.0,no,Electrical engineers,100.0,Electronics engineers,89.5,,,,,,,3112,Electrical and electronics technicians,fuzzy,100.0
electrician,5241,Electrician,Electricians and electrical fitters,100.0,no,"Vehicle technicians, mechanics and electricians",100.0,Electrical and electronic trades n.e.c.,90.0,,,,,,,5241,Electricians and electrical fitters,add_titles_exact,100.0
electricity-distribution-worker,2123,Electricity distribution worker,Electrical engineers,77.8,no,Managers in transport and distribution,76.2,Construction operatives n.e.c.,72.7,,,,,,,9111,Farm workers,manual_review_override,100.0
electricity-generation-worker,2123,Electricity generation worker,Electrical engineers,77.8,no,Probation officers,80.0,Education managers,75.0,,,,,,,9111,Farm workers,manual_review_override,100.0
electronics-engineer,2124,Electronics engineer,Electronics engineers,99.0,no,Electrical engineers,89.5,Engineering technicians,84.2,,,,,,,2124,Electronics engineers,title_exact,99.0
electronics-engineering-technician,3112,Electronics engineering technician,Electrical and electronics technicians,100.0,no,Electronics engineers,100.0,Electrical engineers,89.5,,,,,,,3112,Electrical and electronics technicians,fuzzy,100.0
embalmer,6138,Embalmer,"Undertakers, mortuary and crematorium assistants",100.0,no,Assemblers (vehicles and metal goods),75.0,Assemblers (electrical and electronic products),75.0,,,,,,,6138,"Undertakers, mortuary and crematorium assistants",add_titles_exact,100.0
emergency-care-assistant,6135,Emergency care assistant,Care workers and home carers,100.0,no,Farmers,66.7,Care workers and home carers,63.6,,,,,,,6135,Care workers and home carers,fuzzy,100.0
emergency-medical-dispatcher,7213,Emergency medical dispatcher,Communication operators,96.4,no,Chefs,75.0,Medical radiographers,73.7,,,,,,,7213,Communication operators,fuzzy,96.4
engineering-construction-technician,3113,Engineering construction technician,Engineering technicians,100.0,no,Engineering technicians,100.0,Road construction operatives,86.7,,,,,,,3113,Engineering technicians,fuzzy,100.0
engineering-maintenance-technician,3113,Engineering maintenance technician,Engineering technicians,100.0,no,Finance officers,83.3,Rail construction and maintenance operatives,73.7,,,,,,,3113,Engineering technicians,fuzzy,100.0
engineering-operative,3113,Engineering operative,Engineering technicians,80.0,no,Building and civil engineering technicians,100.0,Engineering technicians,100.0,,,,,,,3113,Engineering technicians,manual_review_y,100.0
english-as-a-foreign-language-efl-teacher,2317,English as a foreign language (EFL) teacher,Teachers of english as a foreign language,95.1,no,Chefs,75.0,Butchers,72.7,,,,,,,2317,Teachers of english as a foreign language,fuzzy,95.1
environmental-consultant,2152,Environmental consultant,Environment professionals,100.0,no,Waste disposal and environmental services managers,100.0,Environment professionals,91.7,,,,,,,2152,Environment professionals,add_titles_exact,100.0
environmental-health-practitioner,2152,Environmental health practitioner,Environment professionals,100.0,no,Dental practitioners,86.5,Environmental health professionals,84.7,,,,,,,2152,Environment professionals,manual_review_override,100.0
equalities-officer,2413,Equalities officer,Senior police officers,84.2,no,Quality assurance technicians,80.0,Quality assurance and regulatory professionals,80.0,,,,,,,1162,Senior police officers,manual_review_override,100.0
ergonomist,2226,Ergonomist,Other psychologists,80.0,no,Telephonists,66.7,Florists,66.7,,,,,,,,,manual_review_override,100.0
esports-gamer,3431,Esports gamer,Sports players,69.2,no,Sports players,78.3,Newspaper and periodical broadcast journalists and reporters,73.7,,,,,,,1224,Leisure and sports managers and proprietors,manual_review_override,100.0
estate-agent,3555,Estate agent,Estate agents and auctioneers,100.0,no,Travel agents,81.8,Collector salespersons and credit agents,73.7,,,,,,,3555,Estate agents and auctioneers,add_titles_exact,100.0
estates-officer,3555,Estates officer,Estate agents and auctioneers,84.2,no,"Property, housing and estate managers",100.0,Routine inspectors and testers,72.7,,,,,,,1162,Senior police officers,manual_review_override,100.0
estimator,3541,Estimator,"Estimators, valuers and assessors",100.0,no,Company secretaries and administrators,75.0,Data entry administrators,75.0,,,,,,,3541,"Estimators, valuers and assessors",add_titles_exact,100.0
events-manager,3557,Events manager,Events managers and organisers,100.0,no,Other elementary services occupations n.e.c.,80.0,Elementary storage occupations n.e.c.,80.0,,,,,,,3557,Events managers and organisers,add_titles_exact,100.0
executive-assistant,4215,Executive assistant,Personal assistants and other secretaries,100.0,no,Chief executives and senior officials,100.0,Protective service associate professionals n.e.c.,66.7,,,,,,,4215,Personal assistants and other secretaries,add_titles_exact,100.0
exhibition-designer,3421,Exhibition designer,Interior designers,85.7,no,Interior designers,83.9,"Clothing, fashion and accessories designers",69.0,,,,,,,2141,Web design professionals,manual_review_override,100.0
facilities-manager,1251,Facilities manager,"Property, housing and estate managers",100.0,no,Financial managers and directors,71.4,Farm workers,66.7,,,,,,,1251,"Property, housing and estate managers",add_titles_exact,100.0
family-mediator,3229,Family mediator,Welfare and housing associate professionals n.e.c.,72.0,no,Farmers,66.7,"Newspaper, periodical and broadcast editors",64.0,,,,,,,3229,Welfare and housing associate professionals n.e.c.,manual_review_override,100.0
family-support-worker,3221,Family support worker,Youth and community workers,100.0,no,Educational support assistants,83.3,Police community support officers,80.0,,,,,,,3221,Youth and community workers,add_titles_exact,100.0
farm-secretary,4215,Farm secretary,Personal assistants and other secretaries,100.0,no,Farmers,80.0,Personal assistants and other secretaries,76.9,,,,,,,4215,Personal assistants and other secretaries,fuzzy,100.0
farm-worker,9111,Farm worker,Farm workers,100.0,no,Farmers,100.0,Officers in armed forces,85.7,,,,,,,9111,Farm workers,add_titles_exact,100.0
farmer,5111,Farmer,Farmers,100.0,no,Farmers,100.0,Care workers and home carers,80.0,,,,,,,5111,Farmers,add_titles_exact,100.0
farrier,5212,Farrier,"Metal plate workers, smiths, moulders and related occupations",100.0,no,Farmers,80.0,Delivery drivers and couriers,72.7,,,,,,,5212,"Metal plate workers, smiths, moulders and related occupations",add_titles_exact,100.0
fashion-design-assistant,3422,Fashion design assistant,"Clothing, fashion and accessories designers",93.3,no,Design occupations n.e.c.,71.0,Interior designers,69.2,,,,,,,3422,"Clothing, fashion and accessories designers",fuzzy,93.3
fashion-designer,3422,Fashion designer,"Clothing, fashion and accessories designers",100.0,no,Interior designers,78.6,Graphic and multimedia designers,76.9,,,,,,,3422,"Clothing, fashion and accessories designers",add_titles_exact,100.0
fashion-model,3422,Fashion model,"Clothing, fashion and accessories designers",87.0,no,Farm workers,66.7,Fishing and other elementary agriculture occupations n.e.c.,64.0,,,,,,,3422,"Clothing, fashion and accessories designers",manual_review_y,100.0
fast-fit-technician,8145,Fast fit technician,"Tyre, exhaust and windscreen fitters",88.9,no,"Glaziers, window fabricators and fitters",75.0,"Newspaper, periodical and broadcast editors",75.0,,,,,,,8145,"Tyre, exhaust and windscreen fitters",api_ranked_manual_pass,88.9
fence-installer,5319,Fence installer,Construction and building trades n.e.c.,90.9,no,Plumbers and heating and ventilating installers and repairers,75.0,Security system installers and repairers,75.0,,,,,,,5319,Construction and building trades n.e.c.,fuzzy,90.9
film-critic,2492,Film critic,Newspaper and periodical broadcast journalists and reporters,70.0,no,Managers in logistics,66.7,Florists,57.1,,,,,,,3416,"Arts officers, producers and directors",manual_review_override,100.0
finance-officer,4124,Finance officer,Finance officers,100.0,no,Finance and investment analysts and advisers,100.0,Financial administrative occupations n.e.c.,92.3,,,,,,,4124,Finance officers,add_titles_exact,100.0
financial-adviser,2422,Financial adviser,Finance and investment analysts and advisers,100.0,no,Finance officers,92.3,Financial administrative occupations n.e.c.,83.9,,,,,,,2422,Finance and investment analysts and advisers,add_titles_exact,100.0
financial-services-customer-adviser,7219,Financial services customer adviser,Customer service occupations n.e.c.,100.0,no,Financial managers and directors,100.0,Finance officers,92.3,,,,,,,7219,Customer service occupations n.e.c.,fuzzy,100.0
fine-artist,3411,Fine artist,Artists,100.0,no,Finance officers,72.7,Florists,66.7,,,,,,,3411,Artists,fuzzy,100.0
fingerprint-officer,3314,Fingerprint officer,Prison service officers (below principal officer),88.9,no,Finance officers,66.7,IT managers,66.7,,,,,,,3314,Prison service officers (below principal officer),api_ranked_manual_pass,88.9
fire-safety-engineer,3313,Fire safety engineer,Fire service officers (watch manager and below),100.0,no,Civil engineers,78.3,Aerospace engineers,74.3,,,,,,,3313,Fire service officers (watch manager and below),fuzzy,100.0
firefighter,3313,Firefighter,Fire service officers (watch manager and below),100.0,no,Pipe fitters,66.7,"Tyre, exhaust and windscreen fitters",63.6,,,,,,,3313,Fire service officers (watch manager and below),add_titles_exact,100.0
fish-farmer,5111,Fish farmer,Farmers,100.0,no,Farmers,100.0,Senior care workers,75.0,,,,,,,5111,Farmers,fuzzy,100.0
fishing-boat-deckhand,8232,Fishing boat deckhand,Marine and waterways transport operatives,71.8,no,"Managers and proprietors in forestry, fishing and related services",66.7,Agricultural and fishing trades n.e.c.,64.7,,,,,,,8232,Marine and waterways transport operatives,manual_review_y,100.0
fitness-instructor,3433,Fitness instructor,Fitness and wellbeing instructors,100.0,no,IT managers,100.0,Driving instructors,83.9,,,,,,,3433,Fitness and wellbeing instructors,add_titles_exact,100.0
florist,5443,Florist,Florists,100.0,no,Artists,80.0,Forestry and related workers,76.9,,,,,,,5443,Florists,add_titles_exact,100.0
food-factory-worker,8111,Food factory worker,"Food, drink and tobacco process operatives",100.0,no,"Food, drink and tobacco process operatives",63.2,Laboratory technicians,62.5,,,,,,,8111,"Food, drink and tobacco process operatives",fuzzy,100.0
food-manufacturing-inspector,2483,Food manufacturing inspector,Environmental health professionals,100.0,no,Driving instructors,75.0,Routine inspectors and testers,68.4,,,,,,,2483,Environmental health professionals,fuzzy,100.0
food-scientist,2119,Food scientist,Natural and social science professionals n.e.c.,100.0,no,Physical scientists,83.3,Biochemists and biomedical scientists,83.3,,,,,,,2119,Natural and social science professionals n.e.c.,fuzzy,100.0
football-coach,3431,Football coach,Sports players,88.9,no,Call and contact centre occupations,64.0,"Sports coaches, instructors and officials",64.0,,,,,,,3431,Sports players,api_ranked_manual_pass,88.9
football-referee,3432,Football referee,"Sports coaches, instructors and officials",100.0,no,Security system installers and repairers,58.1,Telecoms and related network installers and repairers,58.1,,,,,,,3432,"Sports coaches, instructors and officials",fuzzy,100.0
footwear-designer-maker,3422,Footwear designer-maker,"Clothing, fashion and accessories designers",100.0,no,Footwear and leather working trades,66.7,Brokers,66.7,,,,,,,3422,"Clothing, fashion and accessories designers",fuzzy,100.0
forensic-collision-investigator,3541,Forensic collision investigator,"Estimators, valuers and assessors",88.9,no,Florists,61.5,Driving instructors,61.1,,,,,,,3541,"Estimators, valuers and assessors",api_ranked_manual_pass,88.9
forensic-computer-analyst,2135,Forensic computer analyst,Cyber security professionals,85.7,no,IT managers,66.7,Computer system and equipment installers and servicers,63.2,,,,,,,2135,Cyber security professionals,manual_review_y,100.0
forensic-psychologist,2226,Forensic psychologist,Other psychologists,100.0,no,Clinical psychologists,84.2,Other psychologists,83.9,,,,,,,2226,Other psychologists,add_titles_exact,100.0
forensic-scientist,2112,Forensic scientist,Biological scientists,100.0,no,Artists,80.0,Chemical scientists,80.0,,,,,,,2112,Biological scientists,add_titles_exact,100.0
forest-works-manager,1212,Forest works manager,"Managers and proprietors in forestry, fishing and related services",100.0,no,Florists,76.9,Metal working machine operatives,66.7,,,,,,,1212,"Managers and proprietors in forestry, fishing and related services",fuzzy,100.0
forestry-worker,9112,Forestry worker,Forestry and related workers,100.0,no,"Managers and proprietors in forestry, fishing and related services",100.0,Florists,76.9,,,,,,,9112,Forestry and related workers,add_titles_exact,100.0
forklift-driver,8219,Forklift driver,Road transport drivers n.e.c.,100.0,no,Road transport drivers n.e.c.,80.0,Crane drivers,73.7,,,,,,,8219,Road transport drivers n.e.c.,fuzzy,100.0
formworker,8115,Formworker,Metal making and treating process operatives,80.0,no,Furniture makers and other craft woodworkers,77.8,Groundworkers,75.0,,,,,,,,,manual_review_override,100.0
foster-carer,6134,Foster carer,Houseparents and residential wardens,100.0,no,Farmers,80.0,Care workers and home carers,76.2,,,,,,,6134,Houseparents and residential wardens,add_titles_exact,100.0
foundry-moulder,8114,Foundry moulder,Plastics process operatives,80.0,no,Vehicle body builders and repairers,60.0,Clergy,60.0,,,,,,,8114,Plastics process operatives,manual_review_y,100.0
funeral-director,6138,Funeral director,"Undertakers, mortuary and crematorium assistants",100.0,no,"Undertakers, mortuary and crematorium assistants",71.4,Generalist medical practitioners,71.4,,,,,,,6138,"Undertakers, mortuary and crematorium assistants",add_titles_exact,100.0
furniture-designer,2141,Furniture designer,Web design professionals,90.9,no,"Clothing, fashion and accessories designers",80.0,Interior designers,77.4,,,,,,,2141,Web design professionals,fuzzy,90.9
furniture-maker,5442,Furniture maker,Furniture makers and other craft woodworkers,100.0,no,IT managers,100.0,Caretakers,70.6,,,,,,,5442,Furniture makers and other craft woodworkers,fuzzy,100.0
furniture-restorer,5442,Furniture restorer,Furniture makers and other craft woodworkers,100.0,no,Pre-press technicians,75.0,Furniture makers and other craft woodworkers,72.7,,,,,,,5442,Furniture makers and other craft woodworkers,add_titles_exact,100.0
further-education-teacher,2312,Further education teacher,Further education teaching professionals,100.0,no,Further education teaching professionals,95.8,Nursery education teaching professionals,83.3,,,,,,,2312,Further education teaching professionals,fuzzy,100.0
gamekeeper,5119,Gamekeeper,Agricultural and fishing trades n.e.c.,100.0,no,Housekeepers and related occupations,70.0,Shopkeepers and owners - retail and wholesale,60.0,,,,,,,5119,Agricultural and fishing trades n.e.c.,add_titles_exact,100.0
gardener,5113,Gardener,Gardeners and landscape gardeners,100.0,no,Houseparents and residential wardens,76.9,Generalist medical practitioners,76.9,,,,,,,5113,Gardeners and landscape gardeners,add_titles_exact,100.0
garment-technologist,2129,Garment technologist,Engineering professionals n.e.c.,100.0,no,Florists,76.9,Farm workers,75.0,,,,,,,2129,Engineering professionals n.e.c.,fuzzy,100.0
gas-mains-layer,8159,Gas mains layer,Construction operatives n.e.c.,70.6,no,Bricklayers,66.7,Sports players,66.7,,,,,,,8159,Construction operatives n.e.c.,manual_review_y,100.0
gas-service-technician,3119,Gas service technician,"Science, engineering and production technicians n.e.c.",100.0,no,Assemblers (vehicles and metal goods),80.0,Assemblers (electrical and electronic products),80.0,,,,,,,3119,"Science, engineering and production technicians n.e.c.",fuzzy,100.0
general-practice-surveyor,3555,General practice surveyor,Estate agents and auctioneers,85.7,no,Quantity surveyors,75.0,Office supervisors,69.0,,,,,,,2232,Registered community nurses,manual_review_override,100.0
geneticist,2112,Geneticist,Biological scientists,82.4,no,Physical scientists,75.0,Biochemists and biomedical scientists,75.0,,,,,,,2229,Therapy professionals n.e.c.,manual_review_override,100.0
geoscientist,2115,Geoscientist,Social and humanities scientists,87.0,no,Physical scientists,85.7,Biochemists and biomedical scientists,85.7,,,,,,,,,manual_review_y,100.0
geospatial-technician,3119,Geospatial technician,"Science, engineering and production technicians n.e.c.",100.0,no,Social workers,66.7,Social services managers and directors,66.7,,,,,,,3119,"Science, engineering and production technicians n.e.c.",fuzzy,100.0
geotechnician,2112,Geotechnician,Biological scientists,76.9,no,Dispensing opticians,69.6,Electricians and electrical fitters,66.7,,,,,,,,,manual_review_override,100.0
glassmaker,8115,Glassmaker,Metal making and treating process operatives,82.4,no,"Glass and ceramics makers, decorators and finishers",66.7,Brokers,66.7,,,,,,,,,manual_review_override,100.0
glazier,5317,Glazier,"Glaziers, window fabricators and fitters",100.0,no,Events managers and organisers,71.4,Plumbers and heating and ventilating installers and repairers,66.7,,,,,,,5317,"Glaziers, window fabricators and fitters",add_titles_exact,100.0
gp,1231,GP,Health care practice managers,100.0,no,Kitchen and catering assistants,66.7,"Postal workers, mail sorters and messengers",66.7,,,,,,,1231,Health care practice managers,fuzzy,100.0
gp-practice-manager,1231,GP practice manager,Health care practice managers,100.0,no,Senior care workers,66.7,Chefs,66.7,,,,,,,1231,Health care practice managers,add_titles_exact,100.0
graphic-designer,2142,Graphic designer,Graphic and multimedia designers,100.0,no,"Clothing, fashion and accessories designers",78.6,Interior designers,76.9,,,,,,,2142,Graphic and multimedia designers,add_titles_exact,100.0
groundsperson,5114,Groundsperson,Groundsmen and greenkeepers,100.0,no,Groundsmen and greenkeepers,78.3,Groundworkers,72.7,,,,,,,5114,Groundsmen and greenkeepers,add_titles_exact,100.0
hairdresser,6221,Hairdresser,Hairdressers and barbers,100.0,no,Hairdressing and beauty salon managers and proprietors,90.0,Fishmongers and poultry dressers,77.8,,,,,,,6221,Hairdressers and barbers,add_titles_exact,100.0
headteacher,2321,Headteacher,Head teachers and principals,90.9,no,Teachers of English as a foreign language,77.8,Chefs,75.0,,,,,,,,,manual_review_y,100.0
health-and-safety-adviser,3219,Health and safety adviser,Health associate professionals n.e.c.,87.0,no,Finance and investment analysts and advisers,70.6,Chefs,66.7,,,,,,,3219,Health associate professionals n.e.c.,manual_review_y,100.0
health-play-specialist,2233,Health play specialist,Registered specialist nurses,70.6,no,Florists,72.7,Artists,72.7,,,,,,,2233,Registered specialist nurses,manual_review_y,100.0
health-promotion-specialist,2212,Health promotion specialist,Specialist medical practitioners,71.2,no,Health associate professionals n.e.c.,74.3,Florists,72.7,,,,,,,2212,Specialist medical practitioners,manual_review_y,100.0
health-records-clerk,4131,Health records clerk,Records clerks and assistants,100.0,no,Health and safety managers and officers,72.7,Clergy,72.7,,,,,,,4131,Records clerks and assistants,fuzzy,100.0
health-service-manager,1171,Health service manager,Health services and public health managers and directors,100.0,no,Health associate professionals n.e.c.,100.0,Complementary health associate professionals,100.0,,,,,,,1171,Health services and public health managers and directors,add_titles_exact,100.0
health-trainer,3219,Health trainer,Health associate professionals n.e.c.,100.0,no,Printers,76.9,Health and safety managers and officers,76.2,,,,,,,3219,Health associate professionals n.e.c.,add_titles_exact,100.0
health-visitor,2232,Health visitor,Registered community nurses,100.0,no,Health and safety managers and officers,72.0,Health associate professionals n.e.c.,69.6,,,,,,,2232,Registered community nurses,add_titles_exact,100.0
healthcare-assistant,6131,Healthcare assistant,Nursing auxiliaries and assistants,95.0,no,Health care practice managers,90.0,Health and safety managers and officers,75.0,,,,,,,6131,Nursing auxiliaries and assistants,fuzzy,95.0
healthcare-science-assistant,2119,Healthcare science assistant,Natural and social science professionals n.e.c.,74.1,no,Health care practice managers,78.9,Health and safety managers and officers,69.6,,,,,,,4135,Library clerks and assistants,manual_review_override,100.0
heat-pump-engineer,5315,Heat pump engineer,Plumbers and heating and ventilating installers and repairers,85.7,no,Civil engineers,78.3,Engineering project managers and project engineers,73.3,,,,,,,5315,Plumbers and heating and ventilating installers and repairers,manual_review_y,100.0
heating-and-ventilation-engineer,5315,Heating and ventilation engineer,Plumbers and heating and ventilating installers and repairers,96.9,no,Plumbers and heating and ventilating installers and repairers,78.6,Civil engineers,78.3,,,,,,,5315,Plumbers and heating and ventilating installers and repairers,fuzzy,96.9
heavy-vehicle-technician,5231,Heavy vehicle technician,"Vehicle technicians, mechanics and electricians",100.0,no,Vehicle valeters and cleaners,70.0,Assemblers (vehicles and metal goods),70.0,,,,,,,5231,"Vehicle technicians, mechanics and electricians",fuzzy,100.0
helicopter-engineer,2123,Helicopter engineer,Electrical engineers,88.9,no,Civil engineers,78.3,Engineering project managers and project engineers,77.4,,,,,,,2123,Electrical engineers,api_ranked_manual_pass,88.9
helicopter-pilot,3511,Helicopter pilot,Aircraft pilots and air traffic controllers,100.0,no,IT managers,66.7,Optometrists,63.6,,,,,,,3511,Aircraft pilots and air traffic controllers,add_titles_exact,100.0
heritage-officer,2452,Heritage officer,"Chartered architectural technologists, planning officers and consultants",84.2,no,"Scaffolders, stagers and riggers",75.0,Collector salespersons and credit agents,75.0,,,,,,,1162,Senior police officers,manual_review_override,100.0
hgv-driver,8211,HGV driver,Heavy and large goods vehicle drivers,100.0,no,Train and tram drivers,82.4,Mobile machine drivers and operatives n.e.c.,82.4,,,,,,,8211,Heavy and large goods vehicle drivers,fuzzy,100.0
higher-education-lecturer,2311,Higher education lecturer,Higher education teaching professionals,100.0,no,Higher education teaching professionals,86.4,Early education and childcare assistants,73.9,,,,,,,2311,Higher education teaching professionals,fuzzy,100.0
horse-groom,6129,Horse groom,Animal care services occupations n.e.c,100.0,no,Warehouse operatives,57.1,Cooks,57.1,,,,,,,6129,Animal care services occupations n.e.c,fuzzy,100.0
horse-riding-instructor,3432,Horse riding instructor,"Sports coaches, instructors and officials",100.0,no,Fitness and wellbeing instructors,78.9,Construction operatives n.e.c.,76.2,,,,,,,3432,"Sports coaches, instructors and officials",fuzzy,100.0
horticultural-manager,5112,Horticultural manager,Horticultural trades,89.7,no,Managers and proprietors in agriculture and horticulture,88.0,Agricultural and fishing trades n.e.c.,80.0,,,,,,,5112,Horticultural trades,api_ranked_manual_pass,89.7
horticultural-therapist,5112,Horticultural therapist,Horticultural trades,90.3,no,Occupational therapists,75.0,Physiotherapists,75.0,,,,,,,5112,Horticultural trades,fuzzy,90.3
horticultural-worker,9119,Horticultural worker,Fishing and other elementary agriculture occupations n.e.c.,100.0,no,Managers and proprietors in agriculture and horticulture,88.0,Agricultural and fishing trades n.e.c.,80.0,,,,,,,9119,Fishing and other elementary agriculture occupations n.e.c.,add_titles_exact,100.0
hospital-doctor,2211,Hospital doctor,Generalist medical practitioners,100.0,no,Hospital porters,81.5,Customer service managers,66.7,,,,,,,2211,Generalist medical practitioners,fuzzy,100.0
hospital-porter,9262,Hospital porter,Hospital porters,100.0,no,IT managers,100.0,Printers,76.9,,,,,,,9262,Hospital porters,add_titles_exact,100.0
hotel-housekeeper,6240,Hotel housekeeper,Cleaning and housekeeping managers and supervisors,97.1,no,Warehouse operatives,66.7,Cleaning and housekeeping managers and supervisors,64.7,,,,,,,6240,Cleaning and housekeeping managers and supervisors,fuzzy,97.1
hotel-manager,1221,Hotel manager,Hotel and accommodation managers and proprietors,100.0,no,Psychotherapists and cognitive behaviour therapists,80.0,Telephonists,75.0,,,,,,,1221,Hotel and accommodation managers and proprietors,add_titles_exact,100.0
hotel-porter,9253,Hotel porter,Delivery operatives,100.0,no,Printers,76.9,Importers and exporters,75.0,,,,,,,9253,Delivery operatives,fuzzy,100.0
housing-officer,3223,Housing officer,Housing officers,100.0,no,Housing officers,100.0,"Property, housing and estate managers",100.0,,,,,,,3223,Housing officers,add_titles_exact,100.0
human-resources-officer,3571,Human resources officer,Human resources and industrial relations officers,85.7,no,Human resources and industrial relations officers,100.0,Human resource managers and directors,100.0,,,,,,,3571,Human resources and industrial relations officers,manual_review_override,100.0
hydrologist,2119,Hydrologist,Natural and social science professionals n.e.c.,85.7,no,Other psychologists,84.2,Clinical psychologists,84.2,,,,,,,,,manual_review_override,100.0
hypnotherapist,3214,Hypnotherapist,Complementary health associate professionals,100.0,no,Psychotherapists and cognitive behaviour therapists,78.6,Speech and language therapists,78.3,,,,,,,3214,Complementary health associate professionals,add_titles_exact,100.0
illustrator,3411,Illustrator,Artists,100.0,no,Data entry administrators,84.2,Sales administrators,84.2,,,,,,,3411,Artists,add_titles_exact,100.0
immigration-adviser-non-government,2439,Immigration adviser (non-government),"Business, research and administrative professionals n.e.c.",83.7,no,IT managers,66.7,Officers of non-governmental organisations,66.7,,,,,,,2439,"Business, research and administrative professionals n.e.c.",manual_review_y,100.0
immigration-officer,3319,Immigration officer,Protective service associate professionals n.e.c.,100.0,no,Elementary administration occupations n.e.c.,72.7,Communication operators,72.7,,,,,,,3319,Protective service associate professionals n.e.c.,add_titles_exact,100.0
import-export-clerk,4134,Import-export clerk,Transport and distribution clerks and assistants,100.0,no,Records clerks and assistants,76.2,Sports players,72.7,,,,,,,4134,Transport and distribution clerks and assistants,fuzzy,100.0
indexer,2471,Indexer,Librarians,46.2,no,Quality control and planning engineers,83.3,Engineering project managers and project engineers,83.3,,,,,,,2471,Librarians,manual_review_y,100.0
industrial-cleaner,9131,Industrial cleaner,Industrial cleaning process occupations,100.0,no,Other vocational and industrial trainers,83.3,Street cleaners,78.6,,,,,,,9131,Industrial cleaning process occupations,add_titles_exact,100.0
information-scientist,2119,Information scientist,Natural and social science professionals n.e.c.,100.0,no,Information technology trainers,76.5,Information technology professionals n.e.c.,76.5,,,,,,,2119,Natural and social science professionals n.e.c.,fuzzy,100.0
insurance-account-manager,1131,Insurance account manager,Financial managers and directors,100.0,no,Financial accounts managers,78.8,Financial and accounting technicians,76.5,,,,,,,1131,Financial managers and directors,fuzzy,100.0
insurance-broker,3531,Insurance broker,Brokers,100.0,no,Pensions and insurance clerks and assistants,77.4,Insurance underwriters,77.4,,,,,,,3531,Brokers,add_titles_exact,100.0
insurance-claims-handler,4132,Insurance claims handler,Pensions and insurance clerks and assistants,100.0,no,Delivery operatives,66.7,Merchandisers,66.7,,,,,,,4132,Pensions and insurance clerks and assistants,fuzzy,100.0
insurance-loss-adjuster,3541,Insurance loss adjuster,"Estimators, valuers and assessors",100.0,no,Pensions and insurance clerks and assistants,68.4,Butchers,66.7,,,,,,,3541,"Estimators, valuers and assessors",fuzzy,100.0
insurance-risk-surveyor,4132,Insurance risk surveyor,Pensions and insurance clerks and assistants,84.6,no,Chartered surveyors,70.6,Quantity surveyors,69.2,,,,,,,4132,Pensions and insurance clerks and assistants,manual_review_override,100.0
insurance-underwriter,3532,Insurance underwriter,Insurance underwriters,99.0,no,IT managers,100.0,Printers,83.3,,,,,,,3532,Insurance underwriters,title_exact,99.0
intelligence-analyst,2433,Intelligence analyst,"Actuaries, economists and statisticians",90.0,no,Printers,72.7,Management consultants and business analysts,68.8,,,,,,,2433,"Actuaries, economists and statisticians",fuzzy,90.0
interior-designer,3421,Interior designer,Interior designers,99.0,no,Printers,83.3,"Clothing, fashion and accessories designers",78.6,,,,,,,3421,Interior designers,title_exact,99.0
interpreter,3412,Interpreter,"Authors, writers and translators",100.0,no,"Launderers, dry cleaners and pressers",72.7,Market research interviewers,72.7,,,,,,,3412,"Authors, writers and translators",add_titles_exact,100.0
investment-analyst,2422,Investment analyst,Finance and investment analysts and advisers,100.0,no,Data analysts,85.7,Management consultants and business analysts,80.0,,,,,,,2422,Finance and investment analysts and advisers,fuzzy,100.0
